,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Discrete,Discrete,Discrete,Discrete,Discrete,Continuous,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction Group,Infraction Group,Infraction Group,Vol,Vol,Vol,Vol,Vol,Vol,Vol,Vol,Vol,Solvabilité,Solvabilité,Solvabilité,Solvabilité,Solvabilité,Solvabilité,Solvabilité,Solvabilité,Contexte,Contexte,Contexte,Contexte,Contexte,Contexte,Contexte,Contexte,Contexte,Contexte
143,Orienté - Enquête débouchant hors du territoire de compétence,Déterminé - Date précise ,N,Public,Voie publique,Inconnu,Aucune,Opportunité,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif - Auto-résolution (CILA),2,Déterminé - Après-midi (12-17h00),1,1,1,2,66,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
142,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Privé,Habitation individuelle,Inconnu,Aucune,Rationalité,Aucun,Non,UT,Sans objet,Victime appel,Patrouilleur,0,Réactif – Investigation (CILA),1,Déterminé - Soir (17-22h00),1,1,4,1,79,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
141,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Privé,Habitation collective,Aucun,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte au matin,1,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
140,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Magasin,Inconnu,Aucune,Rationalité,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Déterminé - Après-midi (12-17h00),1,1,2,1,28,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
139,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Parking,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Déterminé - Soir (17-22h00),1,1,1,1,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
138,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Privé,Parking,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte au matin,1,1,1,1,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
137,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Privé,Jardin,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Déterminé - Matin (07-12h00),1,1,1,1,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
136,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Parking,Inconnu,Aucune,Négligence / Imprudence,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Déterminé - Après-midi (12-17h00),1,1,1,1,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
135,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Voir publique,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte au matin,1,1,1,1,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
134,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Voie publique,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte au matin,1,1,1,1,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
133,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Parking,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte au matin,1,1,1,1,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
132,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Voie publique,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Déterminé - Soir (17-22h00),1,1,1,1,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
131,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Parking,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte au matin,1,1,1,1,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
130,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Voie publique,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Déterminé - Après-midi (12-17h00),1,1,1,1,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
129,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Parking,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte au matin,1,1,2,1,6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
128,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Voie publique,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte au matin,1,1,1,1,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
127,Résolu - Total,Déterminé - Date précise ,N,Public,Voie publique,Aucun,Aucune,Emotion,Aucun,Connaissance,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif - Auto-résolution (CILA),1,Déterminé - Après-midi (12-17h00),1,1,1,1,52,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
126,Orienté - Enquête débouchant hors du territoire de compétence,Déterminé – Infraction continue,N,Inconnu,0,Aucun,Aucune,Négligence / Imprudence,Aucun,Membre famille,UT,Compétence lieu de domicile Auteur,Victime courrier parquet,Aucun,0,Réactif - Auto-résolution (CILA),1,Non déterminé - inconnu,2,2,2,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
125,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Privé,Habitation individuelle,Inconnu,Aucune,Rationalité,Aucun,Non,Co-saisine UT-BR,Sans objet,Victime appel,Patrouilleur,0,Réactif – Investigation (CILA),2,Déterminé - Soir (17-22h00),1,1,7,2,397,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
124,Résolu - Total,Déterminé - Date précise ,N,Public,Voie publique,Piéton,Arme blanche / contondante,Emotion,Aucun,Connaissance,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif - Auto-résolution (CILA),1,Déterminé - Après-midi (12-17h00),1,1,2,1,224,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
123,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Voie publique,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Déterminé - Après-midi (12-17h00),1,1,1,1,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
122,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Voie publique,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte au matin,1,1,1,1,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
121,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Voie publique,Inconnu,Pieds / mains,Opportunité,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Déterminé - Après-midi (12-17h00),1,1,2,1,59,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
120,Non résolu - Auteur non identifié,Déterminé - Date précise ,O,Privé,Habitation individuelle,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Patrouilleur,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte au matin,1,1,1,1,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
119,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Parking,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte au matin,1,1,1,1,31,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
118,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Privé,Cave,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte fin de journée,1,1,1,1,23,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
117,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Voie publique,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Non compétent lieu de commission (dont guichet unique),Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Non déterminé - inconnu,2,2,2,1,125,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
116,Résolu - Total,Déterminé - Date précise ,N,Public,Station service,"VHL tiers (appartenant à un tiers dont location, ...)",Aucune,Opportunité,Aucun,Non,UT,Compétence lieu de domicile Auteur,Victime courrier parquet,Aucun,0,Réactif - Auto-résolution (CILA),1,Déterminé - Soir (17-22h00),2,2,2,1,63,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
115,Résolu - Total,Déterminé - Date précise ,N,Public,Voie publique,Piéton,Arme blanche / contondante,Négligence / Imprudence,Consommation d'alcool ou de drogue,Non,UT,Sans objet,Témoin direct (autre),Patrouilleur,0,Réactif - Flagrant-délit (LCIA),1,Déterminé - Matin (07-12h00),1,1,4,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
114,Orienté - Enquête débouchant hors du territoire de compétence,Déterminé - Date précise ,N,Public,Magasin,"VHL tiers (appartenant à un tiers dont location, ...)",Aucune,Rationalité,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Déterminé - Après-midi (12-17h00),2,2,2,1,35,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
113,Résolu - Total,Déterminé - Date précise ,N,Public,Unité gendarmerie,VHL proprio (l'auteur est le propriétaire),Aucune,Négligence / Imprudence,Consommation d'alcool ou de drogue,Non,UT,Sans objet,Témoin direct (famille ou proche),Aucun,0,Réactif – Investigation (CILA),1,Déterminé - Après-midi (12-17h00),1,1,2,1,211,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
112,Résolu - Total,Déterminé - Date précise ,N,Privé,Habitation individuelle,Aucun,Aucune,Emotion,Aucun,Membre famille,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif - Auto-résolution (CILA),1,Déterminé - Nuit 1 (22-02h00),1,1,2,1,76,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
111,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Voie publique,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte au matin,1,1,1,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
110,Orienté - Enquête débouchant hors du territoire de compétence,Déterminé - Date précise ,N,Autre,Internet,Aucun,Aucune,Rationalité,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Déterminé - Soir (17-22h00),1,1,1,1,94,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Voie publique,Aucun,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte au matin,1,1,1,1,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
108,Non résolu - Auteur non identifié,Déterminé - Date précise ,O,Public,Voie publique,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte au matin,1,1,1,1,36,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
107,Résolu - Total,Déterminé – Infraction continue,N,Multiples,0,Inconnu,Aucune,Rationalité,Aucun,Proche,UT,Sans objet,Témoin direct (famille ou proche),Aucun,0,Réactif - Auto-résolution (CILA),1,Non déterminé - inconnu,1,1,6,1,181,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
106,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Voie publique,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte au matin,1,1,1,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
105,Résolu - Total,Déterminé - Infractions multiples,N,Public,Voie publique,VHL proprio (l'auteur est le propriétaire),Arme à feu,Négligence / Imprudence,Aucun,Non,UT,Rapprochement avec d'autres faits,Victime appel,Patrouilleur,1,Réactif – Investigation (CILA),1,Non déterminé - inconnu,4,9,36,1,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
104,Résolu - Total,Déterminé - Date précise ,N,Public,Voie publique,Inconnu,Pieds / mains,Emotion,Aucun,Connaissance,UT,Sans objet,Victime plainte guichet,Patrouilleur,0,Réactif - Auto-résolution (CILA),1,Déterminé - Nuit 1 (22-02h00),1,1,1,1,462,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
103,Non résolu - Infraction non constituée,Déterminé – Infraction continue,N,Privé,Habitation individuelle,Aucun,Aucune,Rationalité,Aucun,Proche,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif - Auto-résolution (CILA),1,Non déterminé - inconnu,1,1,1,1,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
102,Orienté - Enquête débouchant hors du territoire de compétence,Déterminé - Date précise ,N,Public,Voie publique,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Compétence lieu de domicile Auteur,Victime plainte guichet,Aucun,0,Réactif - Auto-résolution (CILA),1,Non déterminé - Découverte au matin,2,1,3,1,678,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
101,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Privé,Entrepôt,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime appel,Patrouilleur,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte au matin,1,1,1,1,40,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100,Résolu - Total,Déterminé - Date précise ,N,Privé,Habitation individuelle,Aucun,Pieds / mains,Emotion,Aucun,Membre famille,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif - Auto-résolution (CILA),1,Déterminé - Après-midi (12-17h00),1,1,3,1,172,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
91,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Privé,Jardin,Aucun,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte au matin,1,1,1,1,79,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
81,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Parking,Inconnu,Aucune,Opportunité,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Déterminé - Soir (17-22h00),1,1,1,1,50,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
71,Résolu - Total,Déterminé - Date précise ,N,Public,Parking,VHL proprio (l'auteur est le propriétaire),Pieds / mains,Emotion,Aucun,Proche,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif - Auto-résolution (CILA),1,Déterminé - Après-midi (12-17h00),1,1,2,1,128,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
61,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Distributeur automatique de Billets,Inconnu,Aucune,Rationalité,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Déterminé - Soir (17-22h00),1,1,2,1,191,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
